pdp_url,product_name,regular_price,art_number,material_composition,clothing_length,clothing_fit,country_of_origin,neck_style,style,care_instruction,color,sleeve_length_style,images
https://www2.hm.com/en_in/productpage.1257593003.html,Ribbed vest top,699.0,1257593003,"Cotton 71%, Viscose 26%, Elastane 3%",Regular length,Slim fit,Bangladesh,Round neck,Vest top,"Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Tumble dry medium",Grey marl,Sleeveless,"['https://image.hm.com/assets/hm/27/e2/27e244cf6a16519f9d811901cc932ed8adfd378f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/44/a5/44a5814ba9fb939f407ca769e604d4da6569357b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/de/cd/decd12e556eec8c4be8763a6ecb64396b17b2603.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/58/85/5885657aef083850cebd215262bb2fd7163d855c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1e/4c/1e4c9c55ba55b2d5f5e4d8ade48fe97d99c7ffa2.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1257593001.html,Ribbed vest top,699.0,1257593001,"Cotton 95%, Elastane 5%",Regular length,Slim fit,Bangladesh,Round neck,Vest top,"Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Tumble dry medium",Black,Sleeveless,"['https://image.hm.com/assets/hm/fd/fa/fdfa7741e52de6a945ad9b01b0e4b5a8ae8dfad9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/04/a9/04a951836e2e15a976318a41fb2c614960c05980.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6b/54/6b540b80137fdb35b4df33698b0997fb711487b4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9d/2c/9d2ca2fa04e3c692c37d78c02242a31cb7f52ecd.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5b/8a/5b8abfe7809663512ed5a2fa58681ced36247939.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1300538003.html,Draped cap-sleeved top,699.0,1300538003,"Polyester 93%, Elastane 7%",Regular length,Slim fit,Cambodia,Boat neck,"Draped, Vest top","Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Dark mole,Sleeveless,"['https://image.hm.com/assets/hm/74/25/7425fc7c7955d873573e1529cecaa4c46b0ebff9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/41/80/41807e924411911fb5875e9148e587330a89be74.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/96/e4/96e436b57c8d0ad20d7c3ce5a0ace0d146b08e01.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4e/1b/4e1b1a57bbba5b589db65b9a7d317c95166820c9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/37/af/37afac593f81f7ccd63b0813ceba896939534b72.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/76/c7/76c7879695f869d9e79e7148f35fcf236be170a7.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293219001.html,Microfibre vest top,699.0,1293219001,"Elastane 87%, Polyester 13%",Regular length,Slim fit,China,"Deep neckline, Round neck",Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Black,,"['https://image.hm.com/assets/hm/2d/41/2d41f717973643548311615d308d0b8ab75440d8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/cc/3e/cc3e006d29828ac4d871b8a2fd1ae71680e3bde4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/04/32/04321b741a3a1e4d72891c91a5d5abec5b5170c6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4a/ba/4aba634361b0c7e126831dd970f1ba69f0a63b79.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d2/60/d2609931d1e9072297a937aa14373e979958acb6.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1267584004.html,Turtleneck microfibre top,699.0,1267584004,"Polyester 93%, Elastane 7%",Regular length,Slim fit,Vietnam,Turtleneck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Blue-grey,,"['https://image.hm.com/assets/hm/a6/1c/a61c47af8e0aec16e02f8c3a0e8cfe339e33765e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/98/e1/98e114a10e95a6765813089933a6310540acb2a5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/61/57/61576f2a04b1177c1bc9eaed8970a61ac72b53f4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/49/86/4986802d34234d70f62f337e910206b5f044b152.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1049251002.html,Cropped vest top,699.0,1049251002,"Cotton 95%, Elastane 5%",Cropped,Slim fit,Bangladesh,,Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",White,Sleeveless,"['https://image.hm.com/assets/hm/4a/fe/4afe7f39d6798c08f68b3f6fb91f0b1e3cf4b58a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ef/17/ef176de19553a156f38d6ff2fa7672cc5ec64def.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b1/53/b1531186d6a00474776630c696afece267f1b4b3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/90/42/9042c9f6ba9bda515916544a42f55ad4db339548.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f0/f1/f0f1cb33e41c7a2d0878749b92090b7df6d620db.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b7/a7/b7a7503dd0b7fc18627cd465ae9e9a4a90bdc53a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/97/cc/97ccdccf4500826a7cb1a3caa1f0b8c4c0a4b8f3.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1299848003.html,Tie-detail top,999.0,1299848003,"Polyester 95%, Elastane 5%",Regular length,Regular fit,Cambodia,Round neck,Draped,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",White,Short sleeve,"['https://image.hm.com/assets/hm/fb/a3/fba3d9d0483f6e1384c1677e3655e610e20147f8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/11/e1/11e1b531d0dd899acbc99ecb3ca904d636457c14.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4a/ae/4aae91d14c6e6bd76d83a15156ecebc8f8dd68ec.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d6/2b/d62b81ea10b0e91dc477cfca2ccd04a2a1a77b48.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/28/14/281432e191c03afef35ea4a577a38313a1032590.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8b/63/8b63e088cc02efccbf8672a1c63c751a325a9be9.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1267584004.html,Turtleneck microfibre top,699.0,1267584004,"Polyester 93%, Elastane 7%",Regular length,Slim fit,Vietnam,Turtleneck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Blue-grey,,"['https://image.hm.com/assets/hm/a6/1c/a61c47af8e0aec16e02f8c3a0e8cfe339e33765e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/98/e1/98e114a10e95a6765813089933a6310540acb2a5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/61/57/61576f2a04b1177c1bc9eaed8970a61ac72b53f4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/49/86/4986802d34234d70f62f337e910206b5f044b152.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1292587001.html,Ribbed vest top,699.0,1292587001,"Cotton 95%, Elastane 5%",Regular length,Slim fit,India,"Deep neckline, Round neck",Vest top,,White,,"['https://image.hm.com/assets/hm/05/0b/050b4637f0a883ded4b3f3e0a6bc3fa9bcb5330c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e0/ec/e0ecba4d9b167bae18d3a418b6f56d9c23ffc699.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b8/1a/b81a4484af6a6b9dcdc96ec832e925f3e17ab2be.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/99/9a/999abc3a0840b88731dae6b0a23cda3c8dfc02f7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/be/c8/bec8d9857bcdc865b9a7c3d9eff5e1040de02cb0.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1049251010.html,Cropped vest top,699.0,1049251010,"Cotton 95%, Elastane 5%",Cropped,Slim fit,Bangladesh,,Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Cream/Black,Sleeveless,"['https://image.hm.com/assets/hm/88/8b/888b138e2c81eb83a1668878fb39ed5ac0d6e00e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e4/e3/e4e31484162cec34d78911f8aba5b7e73e29b250.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/88/ee/88ee3a7b63ed2e7ce4443c4db9f1fb4b5630ede7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/88/3c/883c6f0c2d5fce27edecedefee6c429e4dfa1cb2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/37/67/3767d93283501456ede5d439ee956e06f8a87531.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293336002.html,Halterneck vest top,999.0,1293336002,"Viscose 62%, Polyamide 33%, Elastane 5%",Regular length,Slim fit,Myanmar,Halterneck,Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",White,Sleeveless,"['https://image.hm.com/assets/hm/e8/e8/e8e82fb5039de2216b376d65248336c6eb9adbe3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/36/ac/36acdbaa103f5c18f12b01c07c074d3cfca47703.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1257593021.html,Ribbed vest top,699.0,1257593021,"Cotton 95%, Elastane 5%",Regular length,Slim fit,India,Round neck,Vest top,,Old rose,Sleeveless,"['https://image.hm.com/assets/hm/cd/c5/cdc55b8aceba3ad6711dcfd2624015e13f70e48a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/55/49/55498aefb1a3e3adeadd57d5ab85d8b35f8ca39e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c6/4b/c64b631374bf6c5a6f28dc7fa6cfc029d9ec06ab.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/29/44/2944797cfefdc0f89dce4b8526aae2f4188916ea.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1305305001.html,Bandeau peplum top,999.0,1305305001,"Polyester 90%, Elastane 10%",Regular length,Slim fit,China,,"Bandeau, Flared, Peplum","Only non-chlorine bleach when needed, The colour of this product may transfer onto light-coloured materials., Wash with similar colours, Can be dry cleaned, Line dry, Machine wash at 40°, Medium iron",Dark green,Sleeveless,"['https://image.hm.com/assets/hm/04/1a/041af38a68573c898e02533849a377ecdce80215.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8d/79/8d79942cb31148eeb76433ef280c9a5462863c4e.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293219003.html,Microfibre vest top,699.0,1293219003,"Elastane 87%, Polyester 13%",Regular length,Slim fit,Cambodia,"Deep neckline, Round neck",Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Light beige,,"['https://image.hm.com/assets/hm/14/db/14db1cb34c1cdd61868b6f618bbf8f839a6eb7c3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/03/1a/031a3c22ac5d6c7c7a3238d896c63115c05808f0.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ca/f2/caf29b793224992b33be2c8db6282f7c39b42917.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2f/13/2f133dafdf829bf13559f17fa5070d421f549649.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1b/b0/1bb04f2b54435d8133de51a276322855a179483f.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293575005.html,One-shoulder top,1199.0,1293575005,"Polyester 98%, Elastane 2%",Short,Slim fit,China,Asymmetric neckline,One-shoulder,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned",Dark khaki green,,"['https://image.hm.com/assets/hm/ad/b4/adb41b44bd6f6623bdeb329676985469730744df.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f6/54/f6541b7b242ec93ead185b2d982a7898c77bed00.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/93/ea/93ea1dbef4884e11ecf31deaf640031faacfafc3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/95/de/95de205c0a666909a00b88cccd906308807fd2d4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/22/6f/226f4a1c9aa46ed98f5dac4fc9a4a067848b9686.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/23/36/2336f4affa650bfda53e11c08235beb4bb0d78ea.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5d/e2/5de2ac0e353e436d5fccfec8b8211bf91648ce30.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1283557001.html,Fitted vest top,799.0,1283557001,"Cotton 97%, Elastane 3%",Regular length,Slim fit,Bangladesh,Deep neckline,Vest top,,Cream,Sleeveless,"['https://image.hm.com/assets/hm/7e/77/7e77317a7a23b225374a974faa033053404688ce.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/0f/ca/0fca5b07b1ddf4c52458c31cc23de815d3cf41f9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1f/8e/1f8e37af06dc3699eeb0e4e77cf3df4cf7eb9b7c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/69/eb/69eb05e21dcfdf7e70d76b556695a4487727eff7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c1/98/c1985376b76897b492c5b4d73f4b08ea82ff4019.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1299849002.html,Waisted T-shirt,999.0,1299849002,Cotton 100%,Regular length,Regular fit,Bangladesh,Round neck,"Draped, Peplum",,Red,Short sleeve,"['https://image.hm.com/assets/hm/e3/80/e380468dd33758dd47a92719c46c3a68c0c196d1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f9/c0/f9c003adc20fa54789bd8dfe6c50ce3def595ea6.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1289292002.html,Open-back halterneck top,1299.0,1289292002,Cotton 100%,Short,Slim fit,China,Halterneck,Open back,,Orange/Green/Beige/Red/Brown,Sleeveless,"['https://image.hm.com/assets/hm/18/1b/181b5f6bcb2d80ccf11af7a8a569e46de05a7c0f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/54/14/5414aca048bcbae32ae60a8bf0e60b13814ca412.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/53/e6/53e6377480d6262b2eefc2e85f5ecafeec0bd268.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7a/bb/7abbe946378b1ee60fba394ffc19e94290516c77.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7d/ac/7dac2a440e93e2b9a29ece200853a9e3ccde8af5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/28/3f/283f3473f26e6b9e309ec33396e0e0448ac34f78.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293315001.html,Sleeveless turtleneck top,699.0,1293315001,"Polyester 93%, Elastane 7%",Regular length,Slim fit,China,Turtleneck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Dark brown,,"['https://image.hm.com/assets/hm/36/c3/36c39b041d18ae0449ae25c8c393747401fb919e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/dd/0b/dd0baf7dac5155a73c9fcfc087d41ba27846e09c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b4/df/b4dfa6fa7711ed7c5901d637aff76ee3c0a2aa00.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/11/28/1128c5dbfa72e86ea0cf1b42f9be63ce00043cee.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ec/81/ec81e549d80efc4bdc1298e62ecadf6d59a92dae.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1265784003.html,Sweetheart-neck top,699.0,1265784003,"Cotton 95%, Elastane 5%",Short,Slim fit,India,"Deep neckline, Sweetheart neckline",,"Medium iron, Line dry, Dry clean only",White,,"['https://image.hm.com/assets/hm/1d/73/1d73cdb939f915b7b8fc0beb0d4ccbcc5604c0dd.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/0c/99/0c99d53c4651304c0e453edaf921c082d7874094.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b8/5d/b85d9adc6f8bfa9a4d17e0648524d762bc953193.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/96/ac/96ac0f61f375321ce9043ce929ce39ca70ac32e8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/42/f8/42f844cd80741b694dcb292c358fc65ac5b25cf3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a5/c6/a5c6ec0fd00bb2bba64579dc2323c3b596cc2b8f.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293345002.html,Smocked peplum top,1499.0,1293345002,Polyester 100%,Regular length,Regular fit,China,Round neck,"Open back, Peplum, Smocked","Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, No iron",Dark brown,Short sleeve,"['https://image.hm.com/assets/hm/f8/87/f88727ed93f495d4e09eefc82b2e409ef18c28fd.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c8/22/c82204e69f54fe57cb863ed3fc993dfe4940cae5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b0/e6/b0e6fe93d6dbdb0872bec5f0627e32cac5f5d01d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f8/1a/f81a61119138a2ef2514d0fec686b4a62b9046bb.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/27/6b/276b0c06d83ec55b1e1a400189faddbcd1e36e74.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1288918003.html,Sports top with DryMove™,1299.0,1288918003,Polyester 100%,Regular length,Relaxed fit,Indonesia,Round neck,Raglan sleeve,"Only non-chlorine bleach when needed, No dry clean, Do not use softener, Line dry, Machine wash at 40°, Do not iron on print, Low iron",Khaki green,Short sleeve,"['https://image.hm.com/assets/hm/dc/17/dc17ffec3cb3f5b71ce177fa022fefebb2a1d191.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f5/82/f582401cc2bc27b403dc55794b1a58b5ac53409f.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1285424003.html,Sports top with DryMove™,799.0,1285424003,"Polyester 87%, Elastane 13%",Short,Slim fit,Indonesia,Round neck,,"Only non-chlorine bleach when needed, No dry clean, Do not use softener, Line dry, Machine wash at 40°, Do not iron on print, Low iron",Dark beige,,"['https://image.hm.com/assets/hm/5b/e6/5be6a9a6d5ab37d8673d80ca8ad57d98c8e3d54a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/36/a1/36a15db3a30542b8f85dddbcf80919fdb506f536.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3d/0a/3d0a00aa37a1d2c713622ad98364d4dc78ccac8a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b0/22/b0223f6cd1fcb10d19132512a6a6b03ef073e95d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7b/82/7b8207be2bd343785912dde36eb4e9c528e4de35.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/66/20/6620451a99f67c7bc1479d0773b508330a8f0fa3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f3/cc/f3cc6ffbdd4858063e04412bd1bae281145cca0e.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1285424006.html,Sports top with DryMove™,799.0,1285424006,"Polyester 87%, Elastane 13%",Short,Slim fit,Indonesia,Round neck,,"Only non-chlorine bleach when needed, No dry clean, Do not use softener, Line dry, Machine wash at 40°, Do not iron on print, Low iron",Red,,"['https://image.hm.com/assets/hm/e9/f4/e9f41a9f7eeaf1a49704b587e47384278fcfbe93.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8f/0c/8f0c775d3e1ba131eb6d5fff64019663992cb929.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/db/7a/db7a8cef3b4e9b26ad1a546f335070caffdb13ae.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/87/8f/878f8adb5b49c9d2a76a999923eecd9b0bd676b6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9d/9e/9d9ed78ea9b516d52c47ca510ef6c912671edb5b.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1299848002.html,Tie-detail top,999.0,1299848002,"Polyester 95%, Elastane 5%",Regular length,Regular fit,China,Round neck,Draped,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Light dusty blue,Short sleeve,"['https://image.hm.com/assets/hm/61/37/61376faa678be802327063e766b2f4170d140589.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3e/c7/3ec752a701f6b1eef9508332a58398f7b40303c2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/26/6f/266fe84993d70078d17730aaa182ff5a15d9cbdd.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2e/2e/2e2e65cb46294eb10a1f10778ad194f6064b5309.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/77/8c/778c68ee281f675f3e635cb397aca201afbd36ef.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1292587003.html,Ribbed vest top,699.0,1292587003,"Cotton 95%, Elastane 5%",Regular length,Slim fit,India,"Deep neckline, Round neck",Vest top,,Black,,"['https://image.hm.com/assets/hm/c0/69/c069e76f526292adc91ed6c1cf5546dae25c12de.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/33/4c/334c48d0e1b67bbc5867e1168667ded0cef62d44.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ef/60/ef6015c5473eab097e81cf85b39fddbc67d6e91d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/0c/e1/0ce188ae08ca95038883e5a06094d76a820054b4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/92/16/9216981577ac6e03dcd9352576fb32e78b63ad1f.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293199001.html,Strappy top,799.0,1293199001,"Viscose 74%, Polyamide 23%, Elastane 3%",Regular length,Slim fit,China,Square neckline,Strappy top,,Black/White,,"['https://image.hm.com/assets/hm/cc/11/cc11b9c8a3b9cd762538ae3303a63228c1a6eaa9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/55/82/55829207e0fa2e380b2551949fcd66dde65e07ec.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/aa/07/aa07df0524f7759f28b0ada4f8d4fc793610df67.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d9/86/d986528b180e0532787759752504151ce0f931e2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/23/ec/23ec55ad27f158f96be7d7a505da2383058524e6.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1286903011.html,Draped vest top,999.0,1286903011,"Polyester 94%, Elastane 6%",Regular length,Slim fit,China,Round neck,Draped,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Green,,"['https://image.hm.com/assets/hm/0b/ec/0becae0336d68250f293379c6c69b11a8db17cc2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8f/18/8f18659150925129b551c603b20f2d721109fb69.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f8/4b/f84bf867a9d1ced64a2a8d6421210d4511220ee9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/43/e8/43e8fed310e333b056f44554f6ccb37f785e183d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/de/0e/de0e0ef5aa570dcb16684e0ffe813c5b8d920913.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/30/93/309396af2add0c7c2b782558d978aee1f8cc4979.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ad/de/adde27d1582bdd96ce0cf5d301268b2ccf1d965e.jpg?imwidth=2160']"
