pdp_url,product_name,instock,discount,sale_price,mrp
https://sunlife.qa/shop/color-soin-hazelnut-blond-7n,Color & Soin Hazelnut Blond 7n,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-iced-brown-4a,Color & Soin Iced Brown 4a,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-light-chestnut-5n,Color & Soin Light Chestnut 5n,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-light-golden-chestnut-5g,Color & Soin Light Golden Chestnut 5g,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-natural-chestnut-4n,Color & Soin Natural Chestnut 4n,False,,69.0,69.0
https://sunlife.qa/shop/dexe-hair-building-fibers-black-no-1,Dexe Hair Building Fibers Black No 1,False,,140.0,140.0
https://sunlife.qa/shop/dexe-hair-building-fibers-light-brown-no-5,Dexe Hair Building Fibers Light Brown No 5,False,,140.0,140.0
https://sunlife.qa/shop/dexe-hair-building-fibers-medium-brown-no-4,Dexe Hair Building Fibers Medium Brown No 4,False,,140.0,140.0
https://sunlife.qa/shop/effi-hair-color-blond-platinium-no-10-60-ml,EffiColor Blond Platinium No 10 60 Ml,False,,76.0,76.0
https://sunlife.qa/shop/kmax-black-hair-fibers-32-g,Kmax Black Hair Fibers 32 G,False,,285.0,285.0
https://sunlife.qa/shop/kmax-blonde-hair-fibers-32-g,Kmax Blonde Hair Fibers 32 G,False,,285.0,285.0
https://sunlife.qa/shop/kmax-concealing-fixing-spray,Kmax Concealing  Fixing Spray,False,,285.0,285.0
https://sunlife.qa/shop/kmax-dark-brown-hair-fibers-32-g,Kmax Dark Brown Hair Fibers 32 G,False,,285.0,285.0
https://sunlife.qa/shop/kmax-light-brown-hair-fibers-15-g,Kmax Light Brown Hair Fibers 15 G,False,,175.0,175.0
https://sunlife.qa/shop/kmax-light-grey-hair-fibers-15-g,Kmax Light Grey Hair Fibers 15 G,False,,175.0,175.0
https://sunlife.qa/shop/kmax-medium-brown-hair-fibers-15-g,Kmax Medium Brown Hair Fibers 15 G,False,,175.0,175.0
https://sunlife.qa/shop/kamx-medium-brown-hair-fibers-32-g,Kmax Medium Brown Hair Fibers 32 G,False,,285.0,285.0
https://sunlife.qa/shop/kmax-white-hair-fibers-15-g,Kmax White Hair Fibers 15 G,False,,175.0,175.0
https://sunlife.qa/shop/mj-hair-usa-color-black-10,Mj Hair Usa Color Black 1.0,False,,45.0,45.0
https://sunlife.qa/shop/mj-hair-usa-color-medium-blonde-ash-71,Mj Hair Usa Color Medium Blonde Ash 7.1,False,,22.0,22.0
https://sunlife.qa/shop/mj-hair-usa-color-medium-brown-40,Mj Hair Usa Color Medium Brown 4.0,False,,45.0,45.0
https://sunlife.qa/shop/mj-hair-usa-colorlab-black-spray-240-ml,Mj Hair Usa Colorlab Black Spray 240 Ml,False,,80.0,80.0
https://sunlife.qa/shop/mj-hair-usa-colorlab-blue-spray-240-ml,Mj Hair Usa Colorlab Blue Spray 240 Ml,False,,80.0,80.0
https://sunlife.qa/shop/mj-hair-usa-colorlab-lavender-spray-240-ml,Mj Hair Usa Colorlab Lavender Spray 240 Ml,False,,80.0,80.0
https://sunlife.qa/shop/mj-hair-usa-colorlab-pink-spray-240-ml,Mj Hair Usa Colorlab Pink Spray 240 Ml,False,,80.0,80.0
https://sunlife.qa/shop/mj-hair-usa-colorlab-white-spray-240-ml,Mj Hair Usa Colorlab White Spray 240 Ml,False,,80.0,80.0
https://sunlife.qa/shop/nanogen-black-keratin-hair-fibers-no-03-30g,Nanogen Black Keratin Hair Fibers No 03 30g,False,,275.0,275.0
https://sunlife.qa/shop/nanogen-keratin-hair-fibers-dark-brown-no-04,Nanogen Keratin Hair Fibers Dark Brown No 04,False,,260.0,260.0
https://sunlife.qa/shop/phyto-dark-blonde-no-6,Phyto Dark Blonde No 6,False,,99.0,99.0
https://sunlife.qa/shop/phyto-dark-chestnut-blonde-no-67,Phyto Dark Chestnut Blonde No 6.7,False,,99.0,99.0
https://sunlife.qa/shop/phyto-dark-golden-blonde-63,Phyto Dark Golden Blonde 6.3,False,,99.0,99.0
https://sunlife.qa/shop/phytocolor-04-chestnut,Phytocolor 04 Chestnut,False,,99.0,99.0
https://sunlife.qa/shop/phytocolor-05-light-chestnut,Phytocolor 05 Light Chestnut,False,,99.0,99.0
https://sunlife.qa/shop/phytocolor-sensitive-53-light-golden-chestnut,Phytocolor Sensitive 5.3 - Light Golden Chestnut,False,,99.0,99.0
https://sunlife.qa/shop/phytocolor-sensitive-677-dark-blond-brown,Phytocolor Sensitive 6.77 - Dark Blond Brown,False,,99.0,99.0
https://sunlife.qa/shop/radico-colour-me-organic-hair-color-pow-brown,Radico Colour Me Organic Hair Color Pow. Brown,False,,40.0,40.0
https://sunlife.qa/shop/rausch-avacado-color-protect-shampoo-200ml,Rausch Avacado Color Protect Shampoo 200ml,False,,99.0,99.0
https://sunlife.qa/shop/sanotint-ash-blonde-15,Sanotint Ash Blonde 15,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-bilberry-21,Sanotint Bilberry 21,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-caramel-26,Sanotint Caramel 26,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-cherry-red-24,Sanotint Cherry Red 24,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-claret-22,Sanotint Claret 22,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-copper-blonde-no-16,Sanotint Copper Blonde No 16,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-dark-copper-blonde-29,Sanotint Dark Copper Blonde 29,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-golden-blonde-no-12,Sanotint Golden Blonde No 12,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-havana-blonde-27,Sanotint Havana Blonde 27,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-intense-blonde-30,Sanotint Intense Blonde 30,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-nordic-blonde-13,Sanotint Nordic Blonde 13,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-red-chestnut-28,Sanotint Red Chestnut 28,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-red-currant-23,Sanotint Red Currant 23,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-reflex-chestnut-52,Sanotint Reflex Chestnut 52,False,,89.0,89.0
https://sunlife.qa/shop/sanotint-sensitive-extra-light-blonde,Sanotint Sensitive Extra Light Blonde,False,,78.0,78.0
https://sunlife.qa/shop/sanotint-shampoo-color-care-200ml,Sanotint Shampoo Color Care 200ml,False,,98.0,98.0
https://sunlife.qa/shop/sanotint-swift-hair-mascara-14-ml,Sanotint Swift Hair Mascara 14 Ml,False,,67.0,67.0
https://sunlife.qa/shop/sanotint-swift-hair-mascara-s10-14-ml,Sanotint Swift Hair Mascara S10 14 Ml,False,,69.0,69.0
https://sunlife.qa/shop/sanotint-swift-hair-mascara-s2-14-ml,Sanotint Swift Hair Mascara S2 14 Ml,False,,69.0,69.0
https://sunlife.qa/shop/sanotint-swift-hair-mascara-s4-14-ml,Sanotint Swift Hair Mascara S4 14 Ml,False,,69.0,69.0
https://sunlife.qa/shop/sanotint-swift-hair-mascara-s6-14-ml,Sanotint Swift Hair Mascara S6 14 Ml,False,,69.0,69.0
https://sunlife.qa/shop/sanotint-very-light-blond-no-19,Sanotint Very Light Blond No 19,False,,78.0,78.0
https://sunlife.qa/shop/seboradin-men-spray-anti-grey-hair-200-ml,Seboradin Men Spray Anti Grey Hair 200 Ml,False,,199.0,199.0
https://sunlife.qa/shop/toppik-hair-building-fibers-medium-brown-55g,Toppik Hair Building Fibers Medium Brown 55g,False,,310.0,310.0
https://sunlife.qa/shop/agadir-hair-moisturizing-mask-sulphate-free-2366ml,Agadir Argan Oil Moisture Mask 236.6 Ml,True,30%,146.3,209.0
https://sunlife.qa/shop/ds-spectral-csf-60ml,Ds Spectral Csf 60ml,True,30%,279.3,399.0
https://sunlife.qa/shop/ds-spectral-dnc-n-60-ml,Ds Spectral Dnc- N 60 Ml,True,30%,279.3,399.0
https://sunlife.qa/shop/ds-spectral-rs-60ml,Ds Spectral Rs 60ml,True,30%,258.3,369.0
https://sunlife.qa/shop/energy-cobra-oil-hair-skin-serum-30-ml,Energy Cobra Oil Hair & Skin Serum 30 Ml,True,20%,16.0,20.0
https://sunlife.qa/shop/energy-cristal-glossy-shiny-hair-serum-100ml,Energy Cristal Glossy Shiny Hair Serum 100ml,True,20%,32.0,40.0
https://sunlife.qa/shop/energy-cristal-lb-frosted-hair-serum-100ml,Energy Cristal Lb Frosted Hair Serum 100ml,True,20%,32.0,40.0
https://sunlife.qa/shop/energy-hair-serum-with-argan-oil-100-ml,Energy Hair Serum With Argan Oil 100 Ml,True,20%,32.0,40.0
https://sunlife.qa/shop/energy-perfect-hair-serum-100ml,Energy Perfect Hair Serum 100ml,True,20%,32.0,40.0
https://sunlife.qa/shop/eveline-argan-keratin-hair-oil-8-in-1-elixir-of-gold-150ml,Eveline Argan & Keratin Hair Oil 8 In 1 Elixir Of Gold 150ml,True,,99.0,99.0
https://sunlife.qa/shop/kaminomoto-hair-tonic-180ml,Kaminomoto Hair Tonic 180ml,True,30%,132.3,189.0
https://sunlife.qa/shop/macadamia-natural-bond-repair-masque-236ml,Macadamia Natural Bond Repair Masque 236ml,True,20%,104.8,131.0
https://sunlife.qa/shop/macadamia-natural-deep-repair-masque-236ml,Macadamia Natural Deep Repair Masque 236ml,True,20%,104.8,131.0
https://sunlife.qa/shop/macadamia-natural-healing-oil-spray-125ml,Macadamia Natural Healing Oil Spray 125ml,True,20%,123.2,154.0
https://sunlife.qa/shop/vichy-dercos-densi-hair-creator-concentrate-100ml,Vichy Dercos Densi Hair Creator Concentrate 100ml,True,,225.0,225.0
https://sunlife.qa/shop/dermedic-capilarte-stimulating-hair-growth-serum-150-ml,Dermedic Capilarte Stimulating Hair Growth Serum 150 Ml,True,,167.0,167.0
https://sunlife.qa/shop/ducray-nutricerat-masque-150ml,Ducray Nutricerat Masque 150ml,True,,232.0,232.0
https://sunlife.qa/shop/eveline-hair-mask-8-in-1-with-argan,Eveline Hair Mask 8 In 1 With Argan,True,,99.0,99.0
https://sunlife.qa/shop/fino-premium-touch-rich-serum-hair-mask-4901872837144,Fino Premium Touch Rich Serum Hair Mask,True,,98.0,98.0
https://sunlife.qa/shop/fino-premium-touch-rich-serum-hair-oil-4901872471997,Fino Premium Touch Rich Serum Hair Oil,True,,117.0,117.0
https://sunlife.qa/shop/giomat-argan-oil-fluid-shine-100ml,Giomat Argan Oil Fluid Shine 100ml ,True,,120.0,120.0
https://sunlife.qa/shop/giomat-p1-protective-oil-150ml,Giomat P1 Protective Oil 150ml ,True,,120.0,120.0
https://sunlife.qa/shop/hair-in-balance-mask-for-medium-porosity-hair-400ml,hair in balance mask for medium porosity hair 400ml,True,,109.0,109.0
https://sunlife.qa/shop/hair-in-balance-oil-for-high-porosity-hair-eng-150ml,hair in balance oil for high porosity hair eng 150ml,True,,99.0,99.0
https://sunlife.qa/shop/hair-in-balance-oil-for-low-porosity-hair-eng-150ml,hair in balance oil for low porosity hair eng 150ml,True,,99.0,99.0
https://sunlife.qa/shop/hair-in-balance-oil-for-medium-porosity-hair-150ml,hair in balance oil for medium porosity hair 150ml,True,,99.0,99.0
https://sunlife.qa/shop/hair-of-the-day-by-onlybio-curl-reanimating-mist-300ml,Hair Of The Day By Onlybio Curl Reanimating Mist 300ml,True,,109.0,109.0
https://sunlife.qa/shop/hair-of-the-day-emollient-mask-low-porosity-400ml,Hair Of The Day By Onlybio. Emollient Mask For Low Porosity Hair 400ml,True,,199.0,199.0
https://sunlife.qa/shop/hair-of-the-day-silicone-serum-for-hair-end-400ml,Hair Of The Day By Onlybio. Silicone Serum For Hair Ends 80ml,True,,179.0,179.0
https://sunlife.qa/shop/incia-100-natural-hair-serum-30ml,Incia 100% Natural Hair Serum 30ml,True,,199.0,199.0
https://sunlife.qa/shop/siveno-natural-hair-serum-4-x-10ml,Incia Siveno Natural Hair Serum 4 X 10ml,True,,299.0,299.0
https://sunlife.qa/shop/k18-leave-in-hair-repair-mask-15-ml,K18 Leave In Hair Repair Mask 15 Ml,True,,135.0,135.0
https://sunlife.qa/shop/k18-leave-in-hair-repair-mask-50-ml,K18 Leave In Hair Repair Mask 50 Ml,True,,290.0,290.0
https://sunlife.qa/shop/k18-molecular-repair-oil-30-ml,K18 Molecular Repair Oil 30 Ml,True,,295.0,295.0
https://sunlife.qa/shop/lakme-ktherapy-bio-argan-mask-250-ml,Lakme K.therapy Bio Argan Mask 250 Ml ,True,,145.0,145.0
